gene_id,frequency,variance
group_3116,0.5637663885578069,0.2459338476902948
group_3117,0.5637663885578069,0.2459338476902948
group_3141,0.5637663885578069,0.2459338476902948
group_1380,0.5637663885578069,0.2459338476902948
abaF_3~~~abaF_2,0.4362336114421931,0.2459338476902948
cydA,0.43504171632896305,0.2457804213825131
group_3014,0.43504171632896305,0.2457804213825131
group_2385,0.43504171632896305,0.2457804213825131
group_2043,0.43504171632896305,0.2457804213825131
group_2217,0.43504171632896305,0.2457804213825131
btuD_6~~~cydB,0.43504171632896305,0.2457804213825131
group_1030,0.566150178784267,0.24562415384680952
group_12,0.433849821215733,0.24562415384680952
group_2954,0.433849821215733,0.24562415384680952
folP~~~folP_2,0.433849821215733,0.24562415384680952
group_3024,0.566150178784267,0.24562415384680952
group_3315,0.566150178784267,0.24562415384680952
group_3078,0.566150178784267,0.24562415384680952
group_179,0.432657926102503,0.24546504508318406
group_2542,0.567342073897497,0.24546504508318406
lldR,0.43146603098927294,0.2453030950916367
group_884,0.43146603098927294,0.2453030950916367
group_1881,0.43146603098927294,0.2453030950916367
group_2063,0.43146603098927294,0.2453030950916367
group_3250,0.43146603098927294,0.2453030950916367
cydD,0.43146603098927294,0.2453030950916367
insK_1~~~insK,0.5697258641239571,0.24513830387216748
group_1364,0.4302741358760429,0.24513830387216748
group_2341,0.4302741358760429,0.24513830387216748
higB1,0.42908224076281287,0.24497067142477635
group_1369,0.42908224076281287,0.24497067142477635
dadA1_1~~~dadA_2~~~dadA~~~dadA1~~~dadA1_2,0.5721096543504172,0.24480019774946335
group_3277,0.42789034564958284,0.24480019774946335
group_132,0.5733015494636472,0.2446268828462285
group_3390,0.5733015494636472,0.2446268828462285
group_750,0.5744934445768772,0.24445072671507173
group_831,0.42431466030989273,0.24427172935599306
acuC,0.42431466030989273,0.24427172935599306
recD2_1~~~recD2~~~recD2_2,0.42431466030989273,0.24427172935599306
bauC,0.42431466030989273,0.24427172935599306
mmgC_1,0.42431466030989273,0.24427172935599306
mmsB,0.42431466030989273,0.24427172935599306
group_494,0.42431466030989273,0.24427172935599306
group_830,0.42431466030989273,0.24427172935599306
raaS~~~betI_3,0.42431466030989273,0.24427172935599306
echA8,0.42431466030989273,0.24427172935599306
acsA~~~acs,0.42431466030989273,0.24427172935599306
group_1243,0.42431466030989273,0.24427172935599306
group_1238,0.42431466030989273,0.24427172935599306
patZ,0.42431466030989273,0.24427172935599306
group_3252,0.5756853396901073,0.24427172935599306
group_2684,0.5756853396901073,0.24427172935599306
group_2683,0.5756853396901073,0.24427172935599306
xerC_3~~~xerC_2,0.4231227651966627,0.24408989076899254
group_1785,0.5768772348033373,0.24408989076899254
group_3341,0.4231227651966627,0.24408989076899254
group_3095,0.4231227651966627,0.24408989076899254
menB_2,0.42193087008343266,0.24390521095407014
group_147,0.42193087008343266,0.24390521095407014
group_1051,0.5780691299165673,0.24390521095407014
group_292,0.42073897497020263,0.24371768991122583
group_467,0.42073897497020263,0.24371768991122583
group_1069,0.42073897497020263,0.24371768991122583
group_3421,0.5792610250297974,0.24371768991122583
emrE,0.4195470798569726,0.24352732764045965
group_3324,0.4195470798569726,0.24352732764045965
group_361,0.4195470798569726,0.24352732764045965
group_510,0.41835518474374256,0.24333412414177158
group_1217,0.41835518474374256,0.24333412414177158
group_2059,0.41835518474374256,0.24333412414177158
group_2226,0.41835518474374256,0.24333412414177158
group_2665,0.41835518474374256,0.24333412414177158
group_2433,0.5816448152562574,0.24333412414177158
group_875,0.4171632896305125,0.24313807941516163
group_3144,0.5828367103694875,0.24313807941516163
group_2478,0.4159713945172825,0.2429391934606298
group_2269,0.41477949940405245,0.2427374662781761
argF,0.41477949940405245,0.2427374662781761
group_2821,0.41477949940405245,0.2427374662781761
group_1084,0.41477949940405245,0.2427374662781761
group_715,0.41477949940405245,0.2427374662781761
group_247,0.41477949940405245,0.2427374662781761
group_3429,0.5864123957091776,0.2425328978678005
group_1791,0.4135876042908224,0.2425328978678005
group_1498,0.5864123957091776,0.2425328978678005
xerC_2~~~xerC_4,0.4135876042908224,0.2425328978678005
bmrA~~~yheH~~~msbA_2,0.5864123957091776,0.2425328978678005
group_1268,0.4123957091775924,0.24232548822950303
arcC1,0.5876042908224076,0.24232548822950303
group_601,0.5876042908224076,0.24232548822950303
malT,0.5876042908224076,0.24232548822950303
group_1284,0.5876042908224076,0.24232548822950303
argF_2~~~argF_1~~~argF,0.5876042908224076,0.24232548822950303
group_2404,0.5876042908224076,0.24232548822950303
hin_1~~~pinR~~~hin~~~pinR_2~~~hin_2,0.5876042908224076,0.24232548822950303
gdx,0.4123957091775924,0.24232548822950303
group_2436,0.41120381406436235,0.24211523736328366
group_1508,0.5887961859356377,0.24211523736328366
group_551,0.4100119189511323,0.24190214526914242
irtB_2~~~irtA_2~~~irtB_1~~~irtB_3,0.4100119189511323,0.24190214526914242
group_547,0.4100119189511323,0.24190214526914242
ecfT_3~~~ecfT_1,0.4100119189511323,0.24190214526914242
group_991,0.4100119189511323,0.24190214526914242
group_992,0.4100119189511323,0.24190214526914242
btuD_8~~~btuD_7~~~ykoD_1,0.4100119189511323,0.24190214526914242
group_1464,0.4100119189511323,0.24190214526914242
mbtB~~~angR~~~dltA_2~~~dltA_1~~~pksJ~~~tycC,0.4100119189511323,0.24190214526914242
group_3288,0.4100119189511323,0.24190214526914242
group_3319,0.4100119189511323,0.24190214526914242
group_1449,0.4100119189511323,0.24190214526914242
tylN,0.4100119189511323,0.24190214526914242
irtA_2,0.4100119189511323,0.24190214526914242
ldh,0.5899880810488677,0.24190214526914242
group_2123,0.4088200238379023,0.2416862119470793
group_988,0.5911799761620977,0.2416862119470793
group_1127,0.5911799761620977,0.2416862119470793
pikAV,0.4088200238379023,0.2416862119470793
drrA_2,0.4088200238379023,0.2416862119470793
rbsK_2~~~rbsK_1,0.40762812872467225,0.24146743739709428
group_3034,0.40762812872467225,0.24146743739709428
group_2680,0.40762812872467225,0.24146743739709428
purR~~~ccpA,0.40762812872467225,0.24146743739709428
mdtL~~~qacA_1,0.40762812872467225,0.24146743739709428
rihB,0.40762812872467225,0.24146743739709428
group_154,0.40762812872467225,0.24146743739709428
group_2864,0.4052443384982122,0.2410213646133586
tnpR,0.5947556615017878,0.2410213646133586
btuD_9~~~btuD_8~~~btuD_3~~~btuD_1~~~btuD_6~~~btuD_2,0.4052443384982122,0.2410213646133586
group_2571,0.40405244338498214,0.24079406637960793
group_4303,0.40405244338498214,0.24079406637960793
group_1516,0.5959475566150179,0.24079406637960793
group_112,0.5959475566150179,0.24079406637960793
group_2429,0.4028605482717521,0.2405639269179354
group_3264,0.4028605482717521,0.2405639269179354
czcD_2~~~czcD,0.5971394517282479,0.2405639269179354
group_804,0.5971394517282479,0.2405639269179354
cmtR_1,0.599523241954708,0.24009512431082466
group_3310,0.399284862932062,0.23985646116538645
group_2857,0.601907032181168,0.23961495679202638
group_2013,0.601907032181168,0.23961495679202638
group_791,0.39809296781883197,0.23961495679202638
group_3357,0.39809296781883197,0.23961495679202638
group_1164,0.601907032181168,0.23961495679202638
group_2830,0.39690107270560193,0.23937061119074443
arsA,0.39451728247914186,0.23887339630441484
cstA_2~~~btsT,0.39451728247914186,0.23887339630441484
group_1354,0.39451728247914186,0.23887339630441484
group_2114,0.39451728247914186,0.23887339630441484
group_2246,0.39451728247914186,0.23887339630441484
group_126,0.6054827175208581,0.23887339630441484
group_1108,0.3933253873659118,0.23862052701936723
group_1882,0.3933253873659118,0.23862052701936723
group_3405,0.6078665077473182,0.23836481650639774
group_3323,0.6078665077473182,0.23836481650639774
group_3076,0.6078665077473182,0.23836481650639774
group_2916,0.6078665077473182,0.23836481650639774
group_2355,0.3909415971394517,0.23810626476550636
group_1923,0.3909415971394517,0.23810626476550636
recD2~~~recD2_1~~~recD2_2,0.6102502979737783,0.2378448717966931
manP,0.6102502979737783,0.2378448717966931
group_3057,0.38974970202622167,0.23784487179669306
group_2887,0.38974970202622167,0.23784487179669306
csoR,0.6114421930870083,0.23758063759995796
group_1601,0.6114421930870083,0.23758063759995796
group_2125,0.6114421930870083,0.23758063759995796
group_3242,0.38855780691299163,0.23758063759995796
group_1756,0.38617401668653156,0.23704364552272203
tetW~~~tetW_1,0.38617401668653156,0.23704364552272203
ecfT_2~~~ecfT_1,0.6138259833134684,0.23704364552272203
ykoD_1~~~ykoD,0.6138259833134684,0.23704364552272203
cdr_2~~~cdr~~~cdr_1,0.6138259833134684,0.23704364552272203
group_1256,0.6138259833134684,0.23704364552272203
group_1860,0.6138259833134684,0.23704364552272203
group_187,0.6138259833134684,0.23704364552272203
group_2017,0.38498212157330153,0.23677088764222118
group_136,0.38498212157330153,0.23677088764222118
fabG3~~~hcaB_1~~~fabG3_1~~~fabG3_2~~~hcaB~~~bacC,0.38498212157330153,0.23677088764222118
ykoD_1~~~ykoD~~~ykoD_2,0.38498212157330153,0.23677088764222118
ecfT_2,0.38498212157330153,0.23677088764222118
group_2296,0.6162097735399285,0.23649528853379856
group_2476,0.3837902264600715,0.23649528853379856
pinR~~~hin~~~hin_1~~~hin_3~~~hin_2,0.6174016686531585,0.23621684819745398
group_2016,0.38259833134684146,0.23621684819745395
group_150,0.3814064362336114,0.23593556663318754
btuC_1~~~fepD_2~~~yfhA_1,0.6197854588796186,0.2356514438409992
btuD_9~~~ecfA1~~~ykoD_1,0.3802145411203814,0.23565144384099918
insK_5,0.37902264600715135,0.235364479820889
group_105,0.6221692491060786,0.2350746745728569
group_42,0.3778307508939213,0.23507467457285688
group_1618,0.3778307508939213,0.23507467457285688
yagA,0.6233611442193087,0.23478202809690293
group_3266,0.6233611442193087,0.23478202809690293
group_2317,0.3766388557806913,0.23478202809690293
group_2953,0.6233611442193087,0.23478202809690293
group_1374,0.3766388557806913,0.23478202809690293
group_2781,0.3742550655542312,0.23418821146122934
smc_6~~~smc_3~~~smc_2~~~smc_4,0.3742550655542312,0.23418821146122934
btuD_4~~~ykoD_2~~~btuD_10~~~artM,0.6269368295589988,0.2338870413015097
group_1595,0.3730631704410012,0.23388704130150967
group_186,0.3730631704410012,0.23388704130150967
group_3331,0.37187127532777114,0.2335830299138682
group_1420,0.37187127532777114,0.2335830299138682
group_2873,0.3706793802145411,0.23327617729830477
insK,0.3706793802145411,0.23327617729830477
group_2018,0.3694874851013111,0.23296648345481952
group_102,0.6305125148986889,0.23296648345481952
group_3306,0.634088200238379,0.2320203545568324
group_1203,0.634088200238379,0.2320203545568324
group_1010,0.36471990464839094,0.23169929580165957
group_1529,0.36471990464839094,0.23169929580165957
qacA_2~~~qacA_3~~~mdtD~~~qacA_1,0.635280095351609,0.23169929580165957
group_2877,0.6388557806912991,0.23071907216860985
group_244,0.36114421930870083,0.23071907216860982
group_1798,0.36114421930870083,0.23071907216860982
group_26,0.36114421930870083,0.23071907216860982
yfhA_2~~~yfhA_1,0.3599523241954708,0.2303866485017495
group_1317,0.3599523241954708,0.2303866485017495
group_1287,0.3599523241954708,0.2303866485017495
arnA~~~fmt_1,0.3599523241954708,0.2303866485017495
fes,0.3599523241954708,0.2303866485017495
carB_1,0.3599523241954708,0.2303866485017495
group_405,0.3599523241954708,0.2303866485017495
yfiZ_1,0.3599523241954708,0.2303866485017495
dedA_1,0.3599523241954708,0.2303866485017495
tycC~~~lgrD_2~~~lgrD_1~~~dltA_1~~~lgrB_2~~~lgrD~~~dltA_4~~~dhbF~~~lgrB_1~~~lgrB~~~dltA_2,0.3599523241954708,0.2303866485017495
group_1152,0.3599523241954708,0.2303866485017495
group_2538,0.6400476758045291,0.2303866485017495
btuC~~~fepG_2,0.6400476758045291,0.2303866485017495
group_183,0.6412395709177592,0.23005138360696728
group_181,0.35876042908224076,0.23005138360696725
group_2494,0.35876042908224076,0.23005138360696725
rpsH_1,0.3575685339690107,0.22971327748426318
rplF_2~~~rplF_1,0.3575685339690107,0.22971327748426318
group_2817,0.3575685339690107,0.22971327748426318
merA_1~~~merA_2~~~merA,0.3563766388557807,0.22937233013363714
group_1517,0.3563766388557807,0.22937233013363714
betI_4,0.6436233611442194,0.22937233013363714
group_128,0.6436233611442194,0.22937233013363714
group_1826,0.3563766388557807,0.22937233013363714
group_1232,0.35518474374255066,0.2290285415550893
group_1351,0.3539928486293206,0.2286819117486195
group_1115,0.3539928486293206,0.2286819117486195
stoA,0.3539928486293206,0.2286819117486195
group_1412,0.3528009535160906,0.2283324407142279
dusB~~~dus_1,0.3528009535160906,0.2283324407142279
group_129,0.6471990464839095,0.22833244071422787
soj_2~~~soj_1~~~soj_3,0.6471990464839095,0.22833244071422787
group_133,0.35160905840286055,0.22798012845191434
group_786,0.6483909415971395,0.22798012845191434
group_2307,0.3504171632896305,0.22762497496167897
insK_4~~~insK,0.3504171632896305,0.22762497496167897
group_2861,0.3492252681764005,0.22726698024352163
group_1118,0.3492252681764005,0.22726698024352163
group_3006,0.3492252681764005,0.22726698024352163
group_1910,0.34803337306317045,0.2269061442974425
group_3322,0.34803337306317045,0.2269061442974425
group_2136,0.3468414779499404,0.2265424671234414
group_3267,0.3456495828367104,0.2261759487215185
group_1116,0.3456495828367104,0.2261759487215185
group_849,0.3456495828367104,0.2261759487215185
group_2814,0.6543504171632897,0.22617594872151844
rcdA,0.34445768772348034,0.22580658909167362
group_1404,0.34445768772348034,0.22580658909167362
msrP_1,0.34445768772348034,0.22580658909167362
group_3365,0.3432657926102503,0.22543438823390696
ant1,0.3432657926102503,0.22543438823390696
group_1021,0.3432657926102503,0.22543438823390696
group_1151,0.3432657926102503,0.22543438823390696
group_2097,0.3432657926102503,0.22543438823390696
group_2365,0.3432657926102503,0.22543438823390696
group_1827,0.3432657926102503,0.22543438823390696
group_3253,0.34088200238379024,0.22468146283460788
group_2264,0.34088200238379024,0.22468146283460788
group_1149,0.34088200238379024,0.22468146283460788
group_896,0.34088200238379024,0.22468146283460788
group_736,0.34088200238379024,0.22468146283460788
group_671,0.34088200238379024,0.22468146283460788
group_1363,0.3396901072705602,0.22430073829307548
group_2253,0.3396901072705602,0.22430073829307548
group_2714,0.33849821215733017,0.22391717252362128
group_1201,0.33849821215733017,0.22391717252362128
group_3283,0.33730631704410013,0.22353076552624512
group_2946,0.6626936829558999,0.22353076552624512
group_2204,0.33492252681764006,0.22274942784772722
group_1394,0.33492252681764006,0.22274942784772722
group_662,0.33253873659118,0.22195672525752178
group_1879,0.33134684147794996,0.22155611212053627
group_2818,0.33134684147794996,0.22155611212053627
group_995,0.3301549463647199,0.2211526577556288
isdG,0.3301549463647199,0.2211526577556288
group_2198,0.3301549463647199,0.2211526577556288
group_3189,0.3301549463647199,0.2211526577556288
group_469,0.3301549463647199,0.2211526577556288
czcD_2,0.6698450536352801,0.2211526577556288
group_559,0.6698450536352801,0.2211526577556288
group_850,0.6698450536352801,0.2211526577556288
btuF_3,0.3289630512514899,0.22074636216279955
mdtK~~~mdtK_2,0.3289630512514899,0.22074636216279955
kinB_1~~~senX3_2~~~prrB_2~~~cusS~~~prrB,0.3289630512514899,0.22074636216279955
btuC_2,0.3289630512514899,0.22074636216279955
fecE~~~hmuV_2,0.3289630512514899,0.22074636216279955
mrr~~~mrr_2~~~mrr_1,0.6722288438617402,0.2203372253420483
group_2958,0.6722288438617402,0.2203372253420483
group_2934,0.32777115613825986,0.2203372253420483
group_2712,0.32777115613825986,0.2203372253420483
group_717,0.3265792610250298,0.2199252472933753
group_869,0.3265792610250298,0.2199252472933753
group_1168,0.3265792610250298,0.2199252472933753
btuD_5,0.3265792610250298,0.2199252472933753
pvdA_2~~~pvdA~~~pvdA_1,0.3265792610250298,0.2199252472933753
mbtH,0.3265792610250298,0.2199252472933753
group_1770,0.3265792610250298,0.2199252472933753
group_1839,0.3265792610250298,0.2199252472933753
group_3150,0.3265792610250298,0.2199252472933753
group_3362,0.32419547079856975,0.21909276751226348
kdpD_2~~~kdpD_1~~~kdpD,0.6758045292014303,0.21909276751226345
group_157,0.6758045292014303,0.21909276751226345
kdpB,0.6758045292014303,0.21909276751226345
group_1370,0.6758045292014303,0.21909276751226345
kdpC,0.6758045292014303,0.21909276751226345
group_2526,0.6758045292014303,0.21909276751226345
kdpA,0.6758045292014303,0.21909276751226345
kdpE,0.6758045292014303,0.21909276751226345
group_3030,0.3218116805721097,0.21824892281946415
group_1760,0.3218116805721097,0.21824892281946415
group_3278,0.6781883194278904,0.21824892281946412
group_3233,0.3206197854588796,0.21782273863118162
group_2797,0.3206197854588796,0.21782273863118162
group_2600,0.31942789034564956,0.21739371321497725
group_124,0.31942789034564956,0.21739371321497725
msiK_2,0.31942789034564956,0.21739371321497725
dasC,0.31942789034564956,0.21739371321497725
ugpB,0.31942789034564956,0.21739371321497725
ugpA~~~melD,0.31942789034564956,0.21739371321497725
group_2601,0.6805721096543504,0.21739371321497725
group_1847,0.3182359952324195,0.216961846570851
group_172,0.3182359952324195,0.216961846570851
group_2829,0.6829558998808105,0.21652713869880283
group_719,0.3170441001191895,0.21652713869880283
group_3335,0.3146603098927294,0.2156491992709409
group_2392,0.6853396901072706,0.2156491992709409
group_2536,0.6865315852205006,0.21520596771512712
group_2006,0.3134684147794994,0.21520596771512712
group_3339,0.31227651966626935,0.21475989493139144
group_197,0.6877234803337307,0.21475989493139144
group_3430,0.3110846245530393,0.21431098091973388
group_1855,0.3110846245530393,0.21431098091973388
group_1720,0.3110846245530393,0.21431098091973388
group_853,0.3110846245530393,0.21431098091973388
group_3388,0.3098927294398093,0.21385922568015445
group_2501,0.3098927294398093,0.21385922568015445
group_1141,0.3098927294398093,0.21385922568015445
efeU,0.6912991656734208,0.21340462921265313
group_3263,0.30870083432657924,0.21340462921265313
group_1539,0.6924910607866508,0.2129471915172299
group_3345,0.3075089392133492,0.2129471915172299
group_3170,0.3075089392133492,0.2129471915172299
group_2884,0.3075089392133492,0.2129471915172299
group_1993,0.3075089392133492,0.2129471915172299
group_3244,0.3063170441001192,0.21248691259388483
group_3262,0.30512514898688914,0.21202379244261785
group_2377,0.30512514898688914,0.21202379244261785
group_2259,0.30512514898688914,0.21202379244261785
clpP_2~~~clpP~~~clpP_4,0.30512514898688914,0.21202379244261785
group_3273,0.3039332538736591,0.21155783106342899
group_2602,0.3039332538736591,0.21155783106342899
group_1604,0.6960667461263409,0.21155783106342899
group_941,0.6972586412395709,0.21108902845631825
group_3149,0.6972586412395709,0.21108902845631825
group_2425,0.30274135876042907,0.21108902845631825
group_222,0.30274135876042907,0.21108902845631825
group_2599,0.30274135876042907,0.21108902845631825
group_2704,0.30274135876042907,0.21108902845631825
group_223,0.30154946364719903,0.21061738462128562
group_1184,0.30154946364719903,0.21061738462128562
group_3356,0.30154946364719903,0.21061738462128562
group_1531,0.30154946364719903,0.21061738462128562
group_2705,0.300357568533969,0.21014289955833113
group_2199,0.300357568533969,0.21014289955833113
group_1526,0.29916567342073896,0.20966557326745472
group_1316,0.29916567342073896,0.20966557326745472
group_1163,0.29916567342073896,0.20966557326745472
group_2664,0.700834326579261,0.20966557326745472
group_1908,0.7020262216924911,0.20918540574865646
group_716,0.29797377830750893,0.20918540574865646
group_3169,0.2967818831942789,0.2087023970019363
group_3043,0.2967818831942789,0.2087023970019363
group_3097,0.29558998808104886,0.20821654702729425
group_1185,0.29558998808104886,0.20821654702729425
group_893,0.29558998808104886,0.20821654702729425
group_2391,0.7044100119189511,0.20821654702729425
group_705,0.2943980929678188,0.20772785582473033
group_159,0.2943980929678188,0.20772785582473033
group_1819,0.7056019070321812,0.20772785582473033
group_2597,0.7056019070321812,0.20772785582473033
group_2960,0.2943980929678188,0.20772785582473033
ydhK~~~ydhK_1~~~ydhK_2,0.2943980929678188,0.20772785582473033
group_2889,0.7067938021454112,0.20723632339424453
group_707,0.2932061978545888,0.20723632339424453
group_2257,0.2932061978545888,0.20723632339424453
group_1366,0.7079856972586412,0.20674194973583684
group_957,0.29201430274135876,0.20674194973583684
group_2406,0.29201430274135876,0.20674194973583684
group_3164,0.2908224076281287,0.20624473484950726
group_3378,0.2908224076281287,0.20624473484950726
group_2419,0.2908224076281287,0.20624473484950726
group_1459,0.2908224076281287,0.20624473484950726
group_2710,0.2896305125148987,0.20574467873525581
betI_5~~~betI_4~~~betI_3~~~rutR~~~betI_2~~~betI_1,0.2896305125148987,0.20574467873525581
group_2641,0.7103694874851013,0.20574467873525581
group_1778,0.7103694874851013,0.20574467873525581
recD2_2,0.7103694874851013,0.20574467873525581
polA_2,0.2896305125148987,0.20574467873525581
group_3291,0.2896305125148987,0.20574467873525581
group_1371,0.7115613825983313,0.20524178139308247
group_1190,0.28843861740166865,0.20524178139308247
group_1980,0.28843861740166865,0.20524178139308247
group_3316,0.28843861740166865,0.20524178139308247
group_911,0.7127532777115614,0.20473604282298724
group_2700,0.2872467222884386,0.20473604282298724
group_2319,0.2872467222884386,0.20473604282298724
group_3395,0.2872467222884386,0.20473604282298724
group_2948,0.2872467222884386,0.20473604282298724
group_1976,0.2872467222884386,0.20473604282298724
group_907,0.2860548271752086,0.20422746302497014
group_2410,0.2860548271752086,0.20422746302497014
group_2701,0.2860548271752086,0.20422746302497014
group_2998,0.7139451728247914,0.20422746302497014
group_2812,0.28486293206197855,0.20371604199903115
group_3318,0.28486293206197855,0.20371604199903115
group_1621,0.7163289630512515,0.20320177974517026
group_3032,0.2836710369487485,0.20320177974517026
group_2999,0.2836710369487485,0.20320177974517026
group_690,0.2836710369487485,0.20320177974517026
group_3261,0.2836710369487485,0.20320177974517026
group_3079,0.2824791418355185,0.20268467626338751
group_178,0.2824791418355185,0.20268467626338751
copB~~~actP~~~copB_1,0.2824791418355185,0.20268467626338751
group_2349,0.7175208581644815,0.20268467626338751
group_3132,0.28128724672228844,0.20216473155368286
group_1209,0.28128724672228844,0.20216473155368286
group_709,0.28128724672228844,0.20216473155368286
group_948,0.2800953516090584,0.20164194561605636
group_902,0.2800953516090584,0.20164194561605636
group_1814,0.2800953516090584,0.20164194561605636
group_1333,0.2800953516090584,0.20164194561605636
group_1283,0.2800953516090584,0.20164194561605636
group_1095,0.2800953516090584,0.20164194561605636
group_1062,0.2800953516090584,0.20164194561605636
group_1015,0.2800953516090584,0.20164194561605636
group_903,0.2800953516090584,0.20164194561605636
group_760,0.2800953516090584,0.20164194561605636
